name,order,trigger,invocationService,invocationAction,rollbackService,rollbackAction,_id,status,error,rollbackError,saga_instance_id
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,26ce1141-e0da-4424-a312-ed510c354499,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,b5098afe-63b4-46f9-8d54-57a39bc32826,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,434128a2-f4fb-4b9c-80e0-bc8ec58679f2,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,4d8ddc6d-72d7-4545-b47c-01511e5b0708,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,f2e44287-e063-4cc4-895c-4bd51cc5b1ef,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,963d9510-36e6-4106-987d-776fc91d5cd6,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,5360a54d-0103-4f6e-b102-d9a494a59230,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,4780f1f6-17da-46b6-82d8-b32ec9915a55,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,4fa8d4ee-8448-47ac-8649-6b31c1a10cdc,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,622e12e4-9639-4135-a978-2b044e94479b,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,d934b7c4-b061-4d41-9adc-09af16a0e282,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,394fd33f-0143-4981-a260-fe2b35877cf1,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,a9f762ec-1f66-4986-91de-ab2b88d0bbca,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,25813f52-307a-4d3c-a965-51c4b3d8f09d,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,2a264f22-544d-4d4c-bdc6-ad22ff4a4eb2,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,04bb655d-639c-42ba-b6a6-de6771e1aec4,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,4f10063d-3701-44ed-bce4-2a60717ffb59,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,ae1addac-9495-498b-8a32-eef819bd3470,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,2bb7b5d0-299d-4791-aca9-881c5e02b423,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,a7eeec30-8d29-4787-ae0d-7115a2821a59,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,3eb7b39f-b759-4ca6-a49c-82ced51508ca,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,6c08fc59-d8ce-4b66-8691-f447054db0b9,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,41836434-774b-402a-8da4-dd3f38100afb,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,c473380f-cc34-47e6-865e-c96dee7bfb2e,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,3b287736-4d0a-4fbd-aaa0-98edebb21c8a,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,8f79aaab-106e-4f44-a516-a68ec8d40227,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,5b281e9d-839d-4238-b2aa-fa61c37e6cd8,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,38eadeac-95e4-4b7b-9e17-e33d079af793,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,33a0dd04-e6be-4bb9-96a2-27ac8c669771,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,13c1a998-2e29-4670-846f-3cb5db92d427,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,12c6cf2b-042b-4d23-ab59-18934945d483,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,569b38e5-d873-4557-905d-048c97b9ae84,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,7edf645a-0677-4be2-a4ab-edeb39af6062,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,0f7b2047-08b1-42ef-b496-99ce4b490817,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,e1a528b6-089b-42de-a952-f3bc308bc7e2,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,a62a072f-e72c-4730-a039-ba14cb4e6eec,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,e9e17191-e655-4f04-ba52-06b1b4227519,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,92f6b4e1-ecca-4013-9166-7a89c0621263,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,0e5a6e08-8f61-45c5-99aa-d14be923471e,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,44edf3f2-9cca-4383-88e6-b62a5f206561,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,d18af7fd-9ea4-4891-9bb8-7ef348958605,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,f02f8472-bc75-40f6-a751-926ecaeeaa77,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,53158579-ee1c-4b15-af34-1cf28516d9fd,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,a72eda73-8879-48b7-ad56-43477829a742,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,4fcaa725-b3c0-4e02-bc81-72fe75625efe,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,0ee3250b-303e-4aef-8407-d967d681a474,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,1d9e5487-c8e3-42f9-8c7a-584d5870344c,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,fd182c87-25ca-4250-85cd-ff724aa8db05,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,7e3789cc-e25a-4a4b-86d2-81eff29ebbe1,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,3b63b2ee-d360-48f1-bba6-363b445a1215,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,71e723e0-228e-496f-a594-c89ed6f775bc,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,91cb8fc1-5774-479f-b561-e2291a2591e3,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,be02969f-ccee-465d-a0e8-8368a7f56b11,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,fb2bc1da-0835-48fa-bc58-b7e207937387,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,8ec93c34-e9f0-4501-900b-d0e35bf2fa61,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,a84b7573-f45b-44dd-8987-91ffef14cb41,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,b429bdb6-6276-47a4-9764-096b3c6ab2e8,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,0d6ed7fc-aec2-4c6d-a9ca-87a6956d6758,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,b44c357c-8250-42e2-9afa-94eddde9d2db,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,8db8618e-815d-4be6-8217-277c245e7760,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,90f0c383-02dd-46fd-876f-1181f0a3febe,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,4b763a0a-9108-4b48-9a0d-618dd40b9b5f,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,62734101-3180-4c27-b6f1-e83ce0cb4582,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,0db8b530-53bf-42c9-874e-a80f827bc0a8,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,b6c44bb2-3bf7-4f40-aae0-7d9ac6a49acf,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,66cd50f9-a70e-4079-afca-a57efdcbb3b2,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,b5f7c906-351b-4cf0-905c-a3ab8de25564,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,9b3f5c24-cdf8-4838-8ca4-60a59944313b,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,8d89e2ad-460d-471e-b13e-f5e9d145b380,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,e3b12595-3bab-429c-a0d5-c351ad0bd994,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,23b06cc6-e5d1-4085-9b62-71daafe74b3d,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,81799a98-709b-4116-aa16-edc2ff29e3fc,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,46563c64-2791-49e9-859c-32b0746443ff,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,1eb4f85c-a8c2-4a9d-80f0-e7d965f3652b,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,70cd8df8-7c68-4b4b-b090-1a2a4fe2716d,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,3d1274c2-f2ba-40c4-8411-45fc3b393546,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,e2154933-950f-4d9e-8d7f-9f6b74a35261,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,54824a62-6c2f-4b32-9a89-2c278b36fdd5,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,f61b8de9-efd7-4bd3-9ad8-ace9b5b3d638,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,6670a932-e140-4721-b12f-2c1810980f96,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,e7e57819-488b-4ca1-829a-4f5dc30b747a,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,bd9bc9d5-18ca-4bd0-9e8e-eca3623b05f7,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,9ad9a7c7-f05e-4283-b1e2-54dfe3c0b3dd,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,a1e13997-1482-47d9-b1a3-7b6a50864d7a,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,72d86505-44eb-4a16-9c91-724409da36da,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,283b85c1-c6e7-4f20-89f9-3355048ea4e1,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,7073e733-a666-41a8-b43e-0d3983ea9a1e,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,9d2f68fa-1dbe-4091-9276-ff0fc03d00db,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,6decf836-0295-4771-95c1-054b5dec3926,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,b40c8499-4aec-4d49-9625-ce87bb256776,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,3b328dec-a443-47c7-b88d-a20ded4e1714,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,4bf6eeef-93f6-4d78-ab33-731be966f8c9,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,1b8eb621-0bc3-4a0c-a69a-cd9bd389d7d2,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,5bea3a76-5dd0-4242-bdc5-19a04284ab75,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,1570174e-dd69-4ce7-85a6-d616ca2712aa,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,e9764d17-112b-4fbe-9bfc-bc1924e01281,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,9cfeed6d-df92-4679-bab7-536fb39c0d79,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,34002864-2835-4de9-8f85-b781e796c01d,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,fcf0d56d-63b3-4307-b96a-324551dbca13,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,9943987f-3c2c-4360-8551-7e347b3b22ba,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,2397273a-1a84-45ad-ae3e-67b50065a385,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,68cf8f28-742e-4f81-b350-08602fa2371d,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,6e8a6889-ba8b-447e-8125-df623650756d,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,2dfaf353-8473-497e-995a-6998594d4ea7,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,295bc833-db90-4929-b773-33b9e06f044f,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,dfe6b6a0-a616-4845-a555-0cbcdc7104f9,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,50aea9a5-6c7d-4be2-8324-7cda95149792,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,fdb8565f-02c3-471a-82c1-73daad055545,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,cbc40fb3-a1d6-40d2-bd0e-d02165adf303,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,97ae6063-9a0e-4649-9101-228b0a1aa651,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,a06f36c9-e5a7-4341-9610-ed0e4185f088,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,ab69e17c-c7ed-4c27-80a9-36407233bc83,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,a7471742-f89b-4b87-b712-b77fcb92fd6d,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,68a208fc-80ea-43aa-8e9c-3cce8eb60f49,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,d0fbe9b1-b750-4125-a65e-0e9792aaab0c,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,010de277-e40d-4462-a659-4e928fd71e3c,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,c5bd92d7-4012-456e-88bf-0bfe46392176,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,15aef7e8-99ff-4c57-83e5-42993396bf73,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,72a54eb3-9afc-4d60-9dc0-4dd0926552d8,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,277aa1a0-82e6-4bab-b5b0-9491c597a178,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,2b4ba17f-a784-4aa8-b28e-d855c7d904ff,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,e5353b4b-c57b-458c-ae31-45aa02b1c517,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,287cefac-67b7-4771-b69e-53522d0980bd,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,f1a737ed-5a84-4d23-8879-7b40713e54d4,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,1b9e57c6-cda0-47dd-9717-97def9c639ed,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,f803c571-9df7-44dc-baf2-78a211f3630e,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,f9eae07b-308b-4567-8809-c4e335fd3c13,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,b23e4591-238c-4a99-a2dd-8a44271e9ebb,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,e68ee2c6-3f34-457c-86d5-1dcb68913fb9,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,07997f22-7435-4544-b00e-d4788444a091,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,1f0758fd-34cd-4ecf-8386-098c23f8c2b4,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,fca8d371-0fdd-4d70-89f9-b60d2f881968,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,6ef70108-61d2-4d2f-bf0a-429c4f7f32df,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,35e31d0e-8c69-4c7c-a05b-331b59bdda2a,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,adabd49f-f317-4494-971a-fe4d9f6a44ed,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,66e847eb-8aad-43d1-8a86-af8988e37caf,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,ee2e7822-9c46-48c4-830e-e58390929b57,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,26c62505-6653-4ffd-945f-2554f4c9e874,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,52eaee9c-6194-4915-8468-f35aaf410da5,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,24841569-16ab-439d-af07-9b13618be248,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,ec3613da-ec3f-4159-a307-9c6ed1c77dc4,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,d456c518-dc2c-46ca-a77f-4dbd9e17a36c,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,b85e1695-3498-4e1c-8830-617e48e31660,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,cb0a0eac-ed55-4274-bce4-b93ef1278f6d,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,694dffab-d7e5-4a45-b35d-2606551b50a7,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,07156b6c-4fc8-4685-ab7b-6ec48f718b4e,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,4b29bf7a-e4d8-4dcc-8413-e3ccf912269b,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,6ccfc671-a40e-4c0c-add3-d66058f4bfbf,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,f5fce3e6-f503-4f27-a445-9527a5a24d8f,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,191f0683-9281-436f-9710-0d5e09176fd2,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,bce2d980-639b-4ec3-ae2d-ff1dc0d50480,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,2405fd79-ba1f-4298-9f7c-26932938cea9,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,4cf943e6-040a-479e-bd47-005c6c5bc90b,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,6ca97642-001f-44e4-a685-24960ace74fa,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,a2eb7623-734e-43fb-adc9-e5ded7231ae7,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,1a955a09-0fa7-428d-9a10-372022996af2,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,4ed7dff7-a783-488c-9f38-9b1463289ed7,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,f6f7ed2f-5492-4815-b563-ef543cacf1db,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,2be42c0d-7be6-43a5-ae7b-f2a22b11c187,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,d4341e01-4813-4d74-bd5d-ff07a548983c,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,99b69d10-f86b-4e5c-87c8-368255a8f57f,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,5feb3895-efce-43d7-9e23-d60a3bde2ce1,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,e8476466-cda1-4a06-a183-8b26b836a6a1,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,df961ecf-8036-4bed-be8a-ad707b115bc8,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,72911b6f-81c2-4253-91e1-8901138d53fb,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,e31934f6-63ff-4205-bbf4-ba23534ae5b3,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,656fd84e-6ae9-457c-a51e-499421fbed24,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,085428a8-6122-4bee-96b7-78bd0f111a98,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,b4dda9d2-571d-40ef-b40f-60095d4ab90e,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,e628fff6-a35c-4b01-bde8-d5a72d0331a6,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,2e219906-bf68-459a-bddf-ab775888ce9e,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,4b76cc7e-1bf8-4819-8bc4-059b50aec2b3,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,99b3f283-7aa8-4923-b2eb-0188ec259df5,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,2dfecfe3-85d1-4df6-b60d-c15f420fc83b,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,651f40a1-aee5-44ef-aabc-170c29818a3e,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,288c273b-7447-49f9-80a8-595be101efe3,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,103877dc-ea4c-4029-88bb-1de68e8716cc,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,b7f3dd06-de52-4566-85f7-54bf7b11cd97,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,e04cb614-683b-4172-a9bd-40797a5eddb6,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,6fd49345-d052-442a-a556-174fc6b06042,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,4909b7bb-0516-44bc-a167-cc3afc21dd98,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,22925a66-e564-4603-9d88-ab20f85392a8,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,7520b6bd-e1d6-439a-aced-7dd559f612d5,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,5da68c2b-a86e-4093-98f4-e688a03fe844,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,7f7019bd-66a6-461d-8332-aa119837ebf0,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,9e470923-b69a-4df1-8ae6-1ef6aa4d7873,IN_PROGRESS,,,
